date,platform,content_type,post_id,followers,impressions,likes,shares,comments,ad_spend_usd,hashtag,clicks,revenue_usd,leads,customers,avg_order_value,avg_orders_per_year,avg_cust_lifespan
02-04-2024,Facebook,Video,POST00218,9491,1634,1635,541,138,418.06,#socialmedia,220,766.57,262,355,26.54,3,2.51
03-01-2024,Facebook,Video,POST00219,1138,63443,2774,755,123,32.83,#digital,2114,174.97,304,303,163.29,2,3.53
27-05-2024,Instagram,Image,POST00220,1358,96167,900,273,308,375.02,#socialmedia,1819,1767.55,389,37,150.13,1,1.31
12-06-2024,TikTok,Video,POST00221,10714,54818,741,955,227,426.17,#growth,2159,2533.65,186,151,70.38,1,4
26-05-2024,LinkedIn,Image,POST00222,20840,60628,3971,599,9,146.64,#marketing,59,686.11,137,115,107.3,6,1.98
30-03-2024,Twitter,Live,POST00223,35395,88556,4711,755,468,322.02,#branding,1461,1105.55,448,420,93.29,7,2.98
26-05-2024,Facebook,Image,POST00224,31654,22369,2514,380,211,160.51,#branding,3923,883.42,284,184,122.26,7,3.52
27-05-2024,Facebook,Story,POST00225,26879,5539,624,328,111,479.2,#growth,621,1703.14,249,380,154.48,9,3.94
05-04-2024,Twitter,Image,POST00226,16996,21781,3816,478,7,21.54,#branding,379,97.59,499,455,129.99,1,4.26
21-02-2024,LinkedIn,Live,POST00227,38772,10942,1729,14,291,292,#socialmedia,675,1253.03,321,226,118.65,1,4.51
09-06-2024,LinkedIn,Story,POST00228,27762,74288,4779,515,476,87.42,#branding,2971,329.77,444,467,57.54,7,1.82
16-06-2024,TikTok,Reel,POST00229,14283,28086,1597,190,361,357.55,#growth,3014,1891.97,337,233,130.55,10,2.32
07-05-2024,TikTok,Reel,POST00230,40420,53553,1621,167,459,92.07,#growth,459,511.94,419,394,189.6,4,4.11
08-02-2024,Instagram,Image,POST00231,20554,50989,906,520,252,121.51,#socialmedia,4844,208.87,404,123,36.43,4,3
22-03-2024,Facebook,Image,POST00232,21219,83604,287,620,13,249.71,#branding,1835,1168.7,383,230,55.59,6,2.7
13-04-2024,TikTok,Live,POST00233,35919,86846,4657,136,239,457.84,#branding,10117,905.31,276,159,65.26,3,2.75
08-05-2024,LinkedIn,Live,POST00234,10429,67587,1646,153,437,109.8,#marketing,7264,601.32,64,51,52.86,10,4.62
11-01-2024,Twitter,Video,POST00235,47840,13125,2168,387,241,76.4,#digital,1812,167.24,392,380,88.29,8,1.88
26-06-2024,LinkedIn,Live,POST00236,45695,34897,2442,208,468,380.69,#growth,1842,2070.14,328,412,44.54,9,1.42
30-05-2024,Facebook,Video,POST00237,40673,59171,3914,271,341,252.81,#marketing,6936,592.13,235,273,73.51,10,4.91
07-06-2024,LinkedIn,Story,POST00238,20218,92285,4866,142,148,456.33,#growth,12375,900.28,484,238,98.28,6,3.74
11-02-2024,Instagram,Image,POST00239,13452,67397,3272,610,235,77.57,#marketing,6337,231.23,296,419,57.59,11,2.34
08-04-2024,Facebook,Story,POST00240,49980,26649,1459,888,305,324.73,#digital,4366,1633.26,356,245,116.63,7,4.59
07-01-2024,Twitter,Live,POST00241,19951,60530,4510,819,477,120.28,#marketing,9992,262.86,126,90,30,7,2.22
23-05-2024,Instagram,Story,POST00242,2307,70406,1242,68,166,82.6,#growth,3813,404.9,86,390,70.71,3,3.21
30-03-2024,Facebook,Story,POST00243,15852,5783,4127,246,19,343.3,#branding,1019,1068.76,370,176,114.73,6,2.34
21-04-2024,Twitter,Story,POST00244,26232,8110,687,260,215,298.87,#growth,1576,1618.61,277,254,194.12,10,1.92
29-02-2024,Instagram,Live,POST00245,36428,43826,2668,787,342,378.64,#socialmedia,6134,1654.16,223,164,195.36,2,3.11
22-04-2024,Instagram,Story,POST00246,44171,15424,2038,78,134,158.18,#socialmedia,1685,394.5,401,289,150.1,10,2.98
02-01-2024,Facebook,Video,POST00247,27485,76662,3768,657,392,226.75,#socialmedia,12278,995.26,155,66,149.99,6,4.03
08-05-2024,TikTok,Live,POST00248,11238,1369,4634,622,128,205.71,#socialmedia,224,714.75,177,100,173.4,11,1.08
17-02-2024,Instagram,Story,POST00249,39975,97588,2047,769,409,492.12,#digital,3091,2065.71,128,213,100.33,5,2.67
19-05-2024,Instagram,Live,POST00250,2140,1514,2659,604,421,149.66,#branding,277,818.35,493,159,135.67,8,3.25
06-02-2024,Twitter,Reel,POST00251,25842,10603,666,524,293,150.93,#branding,921,857.54,304,346,166.38,5,3.59
08-06-2024,LinkedIn,Video,POST00252,27421,83022,175,771,245,180.5,#growth,9735,610.45,263,109,151.89,2,4.99
09-01-2024,Facebook,Story,POST00253,2708,96507,4954,937,188,284.47,#marketing,13967,989.66,223,173,33.23,10,2.85
08-04-2024,Facebook,Reel,POST00254,4630,33958,4601,620,43,129.9,#growth,2429,472.25,102,211,23.21,8,3.16
26-05-2024,TikTok,Reel,POST00255,20595,91105,599,329,85,458.07,#growth,6473,2473.24,125,355,127.35,10,3.12
17-02-2024,TikTok,Live,POST00256,11485,82909,4534,188,43,136.51,#growth,10413,623.41,119,121,101.44,6,2.91
10-05-2024,Facebook,Reel,POST00257,29308,23748,2831,94,329,448.43,#growth,2666,824.39,378,226,143.31,11,3.98
27-05-2024,TikTok,Video,POST00258,45789,89660,4268,616,374,56.22,#branding,572,268.28,455,424,77.98,3,4.03
31-05-2024,Twitter,Video,POST00259,27086,44016,1272,7,445,330,#marketing,5940,818.57,433,486,154.08,5,2.93
23-02-2024,Facebook,Image,POST00260,17859,29561,81,66,377,453.96,#growth,4538,1739.89,433,369,151.49,2,3.82
29-04-2024,TikTok,Video,POST00261,8684,24670,3526,495,389,88.53,#branding,3215,160.22,62,394,149.59,2,4.37
09-06-2024,Facebook,Reel,POST00262,26552,8524,4760,190,144,484.32,#growth,884,1824.45,448,459,150.41,9,4.98
31-05-2024,LinkedIn,Video,POST00263,2207,82714,3590,365,50,229.18,#socialmedia,767,1345.71,450,376,55.21,9,2.34
25-04-2024,Instagram,Live,POST00264,47099,86447,278,767,241,473.13,#growth,12292,1651.77,365,368,118.81,11,1.27
15-03-2024,Facebook,Image,POST00265,2960,44303,1786,520,293,340.03,#growth,1282,1672.08,335,162,156.92,6,2.38
22-04-2024,Instagram,Reel,POST00266,1557,19796,2472,989,407,154.29,#digital,1353,766.65,119,430,96.92,1,2.64
12-06-2024,TikTok,Image,POST00267,30689,92329,1278,116,50,98.21,#socialmedia,6851,366.54,448,131,139.15,6,2.7
14-06-2024,Instagram,Reel,POST00268,49651,93208,1025,266,265,155.35,#marketing,17384,342.16,329,261,58.5,6,4.41
13-04-2024,Facebook,Live,POST00269,14893,87164,2732,610,119,51.04,#growth,16950,264.89,450,164,54.3,6,4.69
24-03-2024,LinkedIn,Image,POST00270,33272,18757,1093,484,199,76.21,#marketing,2330,409.99,366,85,98.67,9,3.48
21-04-2024,TikTok,Story,POST00271,1882,13355,4111,508,404,56.81,#socialmedia,759,266.57,142,483,85.55,5,3.41
08-04-2024,Facebook,Reel,POST00272,38529,85678,416,297,247,214.36,#growth,10730,461.51,355,75,100.47,9,4.62
01-06-2024,TikTok,Story,POST00273,39635,20525,3086,908,69,398.81,#digital,778,1794.98,220,418,153.76,4,2.92
02-04-2024,Twitter,Image,POST00274,30535,4958,995,163,340,74.98,#branding,540,370.51,398,339,99.69,8,4.46
25-05-2024,Instagram,Story,POST00275,13869,64110,3613,375,56,69.51,#digital,10654,125.64,124,157,126.81,8,2.93
07-05-2024,Twitter,Story,POST00276,8166,71343,4495,652,381,323.5,#digital,9856,1112.39,447,107,141.87,6,4.34
19-04-2024,Facebook,Image,POST00277,13982,84461,719,267,38,102.61,#branding,7629,497.15,142,208,79.11,4,3.19
22-03-2024,LinkedIn,Live,POST00278,41697,50331,2628,548,471,53.32,#branding,3188,239.68,487,238,190.66,4,4.22
23-02-2024,TikTok,Story,POST00279,39115,43927,4859,73,288,87.59,#branding,7872,282.97,448,149,195.18,1,1.68
11-06-2024,Instagram,Story,POST00280,8269,94309,1421,507,442,462.25,#growth,5737,748.48,271,327,141.23,5,4.18
17-06-2024,TikTok,Live,POST00281,29064,39006,4631,72,17,411.63,#marketing,6821,2424.47,383,455,34.66,6,3.67
09-06-2024,Facebook,Story,POST00282,14527,6168,1495,307,439,180.26,#marketing,840,826.25,134,288,50.31,2,4.36
08-03-2024,TikTok,Story,POST00283,3454,91970,2960,198,219,329.63,#branding,7669,1329.88,288,361,155.3,9,3.85
02-02-2024,Instagram,Story,POST00284,21878,47695,4661,129,312,270.95,#digital,3557,1226.68,426,493,93.97,4,3.85
21-05-2024,Facebook,Video,POST00285,13991,73733,2944,757,243,340.18,#socialmedia,3872,1951.97,387,474,33.54,3,4.63
21-01-2024,TikTok,Live,POST00286,3808,24917,4124,823,351,342.92,#branding,3907,927.91,54,58,149.31,2,3.95
17-02-2024,LinkedIn,Story,POST00287,40410,82482,4680,571,459,316.22,#digital,6125,652.55,181,298,114.45,3,1.28
27-05-2024,Facebook,Live,POST00288,37593,11251,1013,790,303,136.72,#digital,69,262.26,456,135,135.33,2,4.35
07-05-2024,Facebook,Reel,POST00289,37304,46718,2476,614,297,24.31,#growth,773,135.19,489,269,109.34,9,2.06
15-05-2024,LinkedIn,Reel,POST00290,31386,7852,2476,807,282,230.51,#growth,1122,1369.82,379,327,187.4,5,3.21
14-05-2024,Twitter,Story,POST00291,49077,79552,1948,831,73,446.03,#marketing,6299,1765.75,447,242,102.88,5,2.88
24-05-2024,Instagram,Live,POST00292,4802,89335,1949,486,109,286.9,#marketing,13531,1488.57,81,396,34.46,8,2.03
07-05-2024,Twitter,Live,POST00293,29753,97993,1645,852,179,417.03,#socialmedia,1326,1309.93,431,185,66.72,10,2.71
02-02-2024,TikTok,Live,POST00294,22083,29427,1708,150,425,495.85,#socialmedia,3570,2590.57,237,466,129.26,4,3.17
24-06-2024,LinkedIn,Video,POST00295,19354,41594,4537,668,31,85.99,#socialmedia,2675,482.39,339,137,161.98,1,3.75
24-04-2024,Twitter,Reel,POST00296,23190,54622,2101,205,233,347.43,#socialmedia,3364,901.78,229,369,185.49,7,2.35
28-04-2024,Facebook,Live,POST00297,7142,29993,1905,985,281,338.78,#digital,3219,839.6,199,252,173.2,7,4.51
22-01-2024,TikTok,Live,POST00298,29398,92747,4250,178,24,490.08,#digital,4504,1510.53,295,431,149.18,9,3.79
06-06-2024,TikTok,Video,POST00299,42862,74039,3408,196,330,492.87,#marketing,14492,807.3,128,40,148.52,8,3.87
07-02-2024,Twitter,Video,POST00300,34132,32207,1083,734,278,344.91,#growth,2569,2006.13,303,65,194.59,2,3.4
18-04-2024,Twitter,Live,POST00301,20503,69314,2412,88,225,125.59,#growth,11770,191.54,418,237,145.98,8,4.42
20-02-2024,LinkedIn,Image,POST00302,49456,7796,4905,798,56,400.29,#branding,1420,1207.91,477,168,139.64,2,4.31
08-01-2024,Instagram,Live,POST00303,35631,25898,3222,433,179,57.98,#digital,778,121.05,278,157,74.76,7,4.17
27-01-2024,Twitter,Live,POST00304,17499,36342,4047,787,231,391.45,#socialmedia,894,1781.89,96,113,70.39,4,1.79
27-01-2024,Twitter,Video,POST00305,40852,13761,1161,747,381,455.55,#socialmedia,2746,2249.07,57,149,116.08,10,4.06
21-01-2024,Facebook,Video,POST00306,9016,77209,2455,182,342,194.5,#branding,6791,983.61,482,309,175.12,3,1.57
30-01-2024,TikTok,Live,POST00307,3384,96485,1966,208,476,317.16,#growth,13972,633.7,190,481,179.15,11,2.73
06-04-2024,Instagram,Live,POST00308,16072,57204,4568,492,286,217.92,#socialmedia,4286,1193.55,480,91,74.72,10,3.64
28-01-2024,Facebook,Live,POST00309,37703,67673,3917,129,63,221.69,#growth,9471,363.42,439,172,36.09,9,3.52
20-04-2024,LinkedIn,Video,POST00310,46895,32281,817,664,454,158.63,#branding,6406,491.12,325,369,186.26,1,4.55
01-03-2024,LinkedIn,Live,POST00311,15482,14152,196,12,231,382.25,#growth,2096,1334.16,90,91,49.95,7,2.61
17-02-2024,Twitter,Live,POST00312,41510,5603,4837,633,288,468.41,#growth,136,1966.19,285,439,93.49,1,1.43
26-05-2024,Twitter,Story,POST00313,49933,26000,4534,870,212,470.67,#growth,4847,740.47,366,457,42.68,10,4.78
04-01-2024,LinkedIn,Image,POST00314,22826,36029,1317,731,257,91.52,#socialmedia,3802,171.82,85,152,33.09,6,1.95
04-02-2024,Twitter,Reel,POST00315,3490,18952,2294,105,17,438,#marketing,2558,2351.83,424,38,178.77,3,4.41
18-02-2024,Instagram,Image,POST00316,47092,49893,4876,374,174,370.03,#digital,5364,2187.69,244,33,54.83,10,3.94
17-01-2024,Twitter,Story,POST00317,26518,31674,767,581,416,130.15,#growth,6196,635.85,423,142,39.25,4,3.98
20-06-2024,TikTok,Reel,POST00318,25045,64950,4241,706,228,38.31,#growth,9039,198.11,360,230,102,11,3.77
06-06-2024,Twitter,Live,POST00319,27910,35936,4897,697,225,137.66,#growth,6047,525.51,236,161,33.19,6,2.91
15-02-2024,Facebook,Story,POST00320,25566,47906,3864,98,83,456.54,#marketing,1815,2677.49,177,363,62.51,2,2.67
26-04-2024,Instagram,Live,POST00321,34905,63559,4276,593,290,318.42,#branding,10371,763.36,324,250,136.55,7,3.19
06-01-2024,Facebook,Video,POST00322,28103,16454,2216,586,434,361.92,#socialmedia,1381,1199.31,491,234,69.03,6,2.49
08-04-2024,Facebook,Story,POST00323,37188,83222,3568,885,369,132.29,#marketing,4262,320.4,137,209,55.16,7,4.34
03-05-2024,TikTok,Video,POST00324,6845,12856,1590,851,245,361.1,#growth,1378,812.31,184,58,173.89,1,4.95
06-02-2024,Instagram,Story,POST00325,22162,98999,971,191,401,18.92,#marketing,8717,42.41,214,246,29.08,11,4.52
24-01-2024,Instagram,Story,POST00326,37674,2687,3857,324,109,190.78,#marketing,36,316.74,159,183,65.75,1,1.1
02-04-2024,Instagram,Video,POST00327,20337,77743,3585,978,253,315.24,#marketing,6781,1351.34,335,68,163.47,8,1.4
15-02-2024,Instagram,Reel,POST00328,23313,35598,885,725,87,77.32,#branding,4276,444.46,118,415,80.78,7,3.48
04-04-2024,Instagram,Image,POST00329,27943,92971,2428,826,71,412.39,#digital,13323,2343.43,429,145,126.7,1,2.5
08-04-2024,TikTok,Live,POST00330,13413,21725,4208,955,380,121.34,#socialmedia,460,476.68,68,54,53.2,4,3.65
25-04-2024,Twitter,Story,POST00331,1276,4106,1011,466,29,327.88,#branding,357,1228.08,495,51,36.23,10,4.62
08-06-2024,Facebook,Live,POST00332,18611,58120,3394,893,171,205.57,#branding,1216,506.81,298,100,106.81,2,1.58
09-06-2024,Instagram,Video,POST00333,40105,33328,4076,366,308,300.04,#digital,5831,661.46,486,180,30.51,7,3.29
07-03-2024,Twitter,Live,POST00334,12944,26989,2855,317,393,58.19,#branding,5314,252.47,343,55,69.88,10,3.28
07-05-2024,Twitter,Video,POST00335,16906,14887,1491,143,342,13.37,#marketing,2157,77.46,79,242,111.61,4,2.59
18-01-2024,Facebook,Live,POST00336,21536,69963,3311,383,435,455.23,#marketing,5100,1402.5,62,23,83.44,4,4.12
25-01-2024,TikTok,Image,POST00337,28810,72332,667,215,176,138.47,#growth,10747,808.35,434,403,199.49,9,3.56
23-02-2024,LinkedIn,Image,POST00338,13306,96480,2790,360,138,410.74,#branding,10023,1527.34,88,83,83.84,7,2.24
27-02-2024,LinkedIn,Image,POST00339,11503,3091,432,323,193,499.68,#growth,478,1044.47,490,258,176.84,11,2.25
07-03-2024,Twitter,Image,POST00340,20225,49016,3691,14,185,109.66,#socialmedia,2388,252.84,284,50,35.05,4,4.52
13-04-2024,Facebook,Image,POST00341,37976,92183,4276,216,217,136.26,#marketing,10592,229.2,197,204,183.95,9,3.13
22-06-2024,LinkedIn,Image,POST00342,12590,62561,2720,491,163,333.12,#socialmedia,3022,692.76,446,152,48.41,1,1.55
24-01-2024,Twitter,Video,POST00343,11886,67236,462,950,160,482.9,#digital,2735,2269.71,245,33,106.06,6,2.6
23-04-2024,TikTok,Story,POST00344,13866,81757,2407,546,430,458.33,#marketing,9439,937.46,261,354,33.55,9,2.56
01-02-2024,LinkedIn,Live,POST00345,2088,62253,1985,182,12,253.92,#socialmedia,4936,1116.91,157,22,138.4,3,2.55
23-06-2024,Twitter,Image,POST00346,4363,85274,1667,269,295,398.58,#digital,1388,1646.18,488,412,114.77,1,3.13
26-03-2024,Twitter,Video,POST00347,33792,11587,2551,944,88,72.19,#socialmedia,1604,430.43,198,441,126.39,11,1.39
30-05-2024,Instagram,Video,POST00348,10764,31316,3085,466,323,488.83,#digital,3324,2385.66,386,413,101.78,2,4.37
06-05-2024,TikTok,Video,POST00349,21620,23908,3174,869,41,482.35,#digital,2123,1289.9,63,328,98.98,2,3.75
03-06-2024,Instagram,Story,POST00350,43727,636,2976,611,402,86.05,#marketing,75,476.25,290,225,83.18,7,3.59
09-05-2024,Facebook,Live,POST00351,13935,17913,2063,518,209,153.21,#growth,3541,791.22,407,177,171.7,11,1.99
17-01-2024,Instagram,Story,POST00352,9068,60000,297,541,228,54.58,#digital,6818,128.81,54,105,79.12,6,3.47
13-04-2024,Instagram,Reel,POST00353,8295,85014,3227,466,349,139.5,#digital,12954,537.34,354,385,142.43,10,3.28
09-06-2024,LinkedIn,Video,POST00354,42160,56858,3864,304,274,408.9,#marketing,8477,1598.91,377,476,47.57,11,1.42
16-05-2024,Twitter,Reel,POST00355,12390,66697,1457,984,441,192.27,#growth,1166,1041.51,377,39,156.38,5,4.4
12-02-2024,TikTok,Image,POST00356,42216,93289,617,143,278,48.76,#branding,7153,77.95,348,307,129.14,7,1.72
24-06-2024,Instagram,Image,POST00357,21131,92920,4562,110,250,174.4,#branding,7238,268.3,430,74,147.89,10,3.8
08-02-2024,TikTok,Story,POST00358,30218,33354,1774,231,309,490.78,#growth,367,1786.94,339,149,109.29,11,3.58
18-06-2024,Instagram,Live,POST00359,11433,76740,1235,690,207,316.69,#socialmedia,3735,503.9,109,434,94.52,2,2.4
26-01-2024,Facebook,Reel,POST00360,16038,90563,1245,583,320,211,#marketing,8232,1220.62,202,321,123.19,9,3.4
08-04-2024,Instagram,Live,POST00361,29182,16822,1039,721,139,87.44,#growth,814,154.95,269,34,122.08,10,4.13
19-02-2024,LinkedIn,Story,POST00362,12528,7468,2681,731,279,493.16,#branding,1185,1751.52,449,96,189.84,8,4.51
01-06-2024,Twitter,Image,POST00363,22281,28018,3972,591,33,411.32,#digital,3108,1619.27,459,57,184.05,6,2.1
31-05-2024,Facebook,Live,POST00364,49511,52425,4552,499,308,144.33,#branding,1177,826.15,290,131,99.83,10,1.55
13-01-2024,Instagram,Live,POST00365,9605,60348,4940,594,391,39.68,#digital,1877,168.82,404,444,110.87,2,1.42
29-02-2024,TikTok,Image,POST00366,35782,93922,3187,553,17,33.03,#marketing,6889,69.9,161,176,71,6,1.38
14-05-2024,Facebook,Reel,POST00367,2381,2200,3732,272,56,64.59,#digital,229,194.46,116,362,132.99,11,3.38
26-02-2024,Facebook,Image,POST00368,2098,94282,4916,702,111,292.48,#growth,18167,1246.89,269,249,30.61,5,3.28
05-02-2024,Instagram,Live,POST00369,20810,23699,1485,172,4,464.74,#digital,1604,1777.01,148,446,23.92,9,2.92
21-06-2024,Facebook,Reel,POST00370,25322,45089,2906,972,409,250.89,#socialmedia,4821,1091.79,219,326,153.46,11,3.94
20-01-2024,TikTok,Reel,POST00371,42869,32615,818,6,413,422.26,#growth,2901,1818.3,231,374,191.09,3,3.81
05-03-2024,Facebook,Image,POST00372,33955,62434,988,154,181,225.71,#marketing,3338,1206.05,397,396,45.26,10,4.86
08-01-2024,TikTok,Live,POST00373,45716,54816,2473,521,12,355.75,#growth,7850,2019.51,115,194,39.39,10,4.51
23-05-2024,Instagram,Story,POST00374,11207,6020,735,545,338,367.28,#socialmedia,1164,1888.05,425,393,115.49,2,4.49
21-05-2024,Twitter,Live,POST00375,22793,36955,2511,547,284,91.11,#marketing,2793,337.47,441,234,168.93,4,1.03
24-04-2024,Facebook,Video,POST00376,3092,86965,3372,920,258,183.8,#branding,7409,782.43,136,139,34.78,8,1.58
22-05-2024,Twitter,Story,POST00377,29220,42105,1226,517,89,320.46,#socialmedia,929,1716.59,451,479,137.66,5,4.75
01-04-2024,TikTok,Reel,POST00378,19514,15455,4061,919,103,39.99,#marketing,1797,97.21,456,392,78.4,5,3.14
07-04-2024,Facebook,Story,POST00379,39010,44549,2207,913,378,183.96,#digital,7342,588.93,313,389,119.03,8,1.82
06-03-2024,LinkedIn,Reel,POST00380,9549,14417,2816,214,185,269.73,#growth,313,1166.21,314,366,48.31,2,1.91
01-02-2024,Twitter,Reel,POST00381,23031,70793,788,133,249,498.13,#marketing,8207,1149.7,89,246,88.93,3,2.92
26-03-2024,Facebook,Story,POST00382,6185,79081,982,284,254,239.89,#growth,1860,1055.35,196,457,35.88,5,4.06
20-02-2024,Twitter,Reel,POST00383,16271,65425,2820,125,75,408.95,#digital,2401,2096.66,435,402,44.8,6,1.69
01-06-2024,Facebook,Reel,POST00384,6776,70769,2133,920,385,218.87,#marketing,12600,913.22,136,99,96.15,10,4.11
03-03-2024,Instagram,Video,POST00385,13449,31454,608,438,458,399.21,#branding,4136,1987.65,475,404,153.31,11,1.57
04-05-2024,Twitter,Live,POST00386,25297,97171,3351,848,107,299.73,#socialmedia,7503,797.3,343,130,131.45,11,3.56
29-05-2024,LinkedIn,Live,POST00387,41591,73117,234,685,155,443.86,#marketing,2611,2062.7,298,46,168.15,3,4.44
27-02-2024,LinkedIn,Video,POST00388,16717,41958,850,151,81,208.42,#digital,6382,753.13,155,64,75.77,7,1.22
27-02-2024,TikTok,Story,POST00389,41123,89537,1824,330,76,304.13,#marketing,9796,803.17,256,280,132.38,8,4.02
26-03-2024,Facebook,Image,POST00390,40233,21613,4819,537,484,316.86,#growth,3950,1522.58,266,455,113.87,7,4.3
18-02-2024,Twitter,Image,POST00391,46505,90726,1116,382,469,211.6,#marketing,13578,391.35,245,94,158.54,4,2.68
28-06-2024,TikTok,Image,POST00392,47092,44439,134,114,459,76.43,#branding,5355,167.72,267,335,103.8,7,2.91
18-06-2024,Twitter,Video,POST00393,11350,29845,3256,893,257,51.31,#marketing,4637,142.56,261,199,61.46,6,1.28
10-03-2024,Facebook,Video,POST00394,31622,46813,2941,481,126,13.25,#socialmedia,2976,27.93,331,285,20.32,1,3.37
15-01-2024,LinkedIn,Reel,POST00395,36323,92865,4135,283,484,437.4,#marketing,5505,1464.11,118,121,173.18,5,4.18
23-02-2024,Instagram,Image,POST00396,3951,69666,2981,898,390,122.06,#growth,3941,409.34,336,99,197.58,2,4.62
10-04-2024,LinkedIn,Story,POST00397,18622,48361,2027,74,281,109.7,#marketing,2479,495.33,269,321,120.65,4,3.47
08-01-2024,TikTok,Story,POST00398,5727,97906,2425,165,473,369.34,#branding,16238,2163.37,155,118,118.69,3,1.57
22-02-2024,Instagram,Image,POST00399,39454,49798,4600,188,87,163.41,#digital,1187,498.3,296,43,92.11,6,3.64
29-02-2024,TikTok,Image,POST00400,37469,47721,3106,77,203,255.49,#marketing,5428,702.49,223,441,54.85,6,2.05
17-04-2024,Facebook,Image,POST00401,36548,45442,1619,946,15,85.44,#marketing,8750,153.76,379,144,39.67,9,4.8
05-01-2024,Instagram,Video,POST00402,24782,3953,727,601,150,480.07,#socialmedia,248,2655.34,401,71,20.7,5,1.98
12-04-2024,TikTok,Video,POST00403,29454,55435,3571,687,423,426.53,#branding,6201,1576.93,496,184,109.53,2,3.19
06-01-2024,Facebook,Video,POST00404,3368,43870,1026,20,253,432.58,#digital,5762,831.45,254,472,160.47,8,3.34
18-04-2024,LinkedIn,Live,POST00405,16592,8828,3575,565,187,206.35,#growth,1334,456.37,423,382,46.69,1,4.43
25-04-2024,Facebook,Story,POST00406,23173,16034,4711,183,328,382.37,#marketing,255,1961.27,123,322,180.91,11,3.65
03-04-2024,Twitter,Story,POST00407,34204,85780,4480,870,31,76.22,#digital,13583,444.54,397,204,183.78,9,2.54
16-02-2024,Facebook,Reel,POST00408,36596,85425,1970,221,270,9.27,#growth,15861,31.63,491,317,90.6,6,2.35
08-04-2024,Facebook,Video,POST00409,35324,36820,1058,826,484,14.89,#branding,554,45.05,194,232,88.02,9,3.61
24-02-2024,Twitter,Live,POST00410,47132,49670,1367,327,396,295.37,#branding,8526,1442.31,358,283,171.45,9,1.82
16-06-2024,TikTok,Live,POST00411,24864,80701,3436,178,4,230.42,#digital,13485,495.97,359,169,185.08,10,2.16
21-02-2024,TikTok,Story,POST00412,48829,9140,125,787,458,261.42,#growth,339,774.87,344,428,145.14,2,2.25
23-05-2024,Facebook,Video,POST00413,31750,91557,2105,111,329,8.69,#branding,13633,19.29,316,222,76.32,2,2.47
13-01-2024,Twitter,Reel,POST00414,11576,30549,1811,735,307,214.23,#digital,4816,322.52,83,210,52.39,10,4.32
23-04-2024,Twitter,Video,POST00415,17566,6118,2156,725,332,360.44,#branding,726,604.03,265,330,127.21,11,2.42
03-05-2024,LinkedIn,Image,POST00416,8190,56553,1630,58,168,224.13,#branding,8558,967.02,61,54,166.03,4,2.39
15-04-2024,TikTok,Video,POST00417,24071,2420,4790,326,180,367.45,#branding,348,864.94,79,31,63.15,9,3.38
06-06-2024,Instagram,Image,POST00418,39333,44437,2960,904,365,120.34,#socialmedia,1011,385.01,407,465,28.65,2,2.56
26-05-2024,TikTok,Image,POST00419,16369,70224,3802,620,177,407.51,#growth,13513,760.92,102,347,171.64,2,1.65
24-05-2024,TikTok,Reel,POST00420,25035,12707,2951,896,142,296.27,#digital,2191,544.94,266,296,75.86,1,4.82
29-04-2024,LinkedIn,Story,POST00421,2589,66274,4915,668,361,109.33,#digital,5974,319.97,282,368,138.37,9,2.31
03-03-2024,Instagram,Video,POST00422,26235,33472,987,190,247,122.18,#growth,3792,359.92,177,109,198.95,2,2.69
19-01-2024,LinkedIn,Image,POST00423,1159,11299,3076,199,126,315.88,#growth,1981,495.75,461,54,111.73,9,2.74
01-04-2024,Instagram,Video,POST00424,13145,71588,793,311,262,415.82,#growth,6480,2117.63,157,379,35.81,8,3.91
27-02-2024,Facebook,Story,POST00425,16373,29416,250,707,39,210.74,#growth,416,1218.33,68,251,133.85,4,2.6
30-03-2024,Instagram,Story,POST00426,32921,70963,1563,34,411,132.86,#marketing,8588,252.2,391,125,150.32,4,4.57
26-04-2024,LinkedIn,Live,POST00427,40323,94000,4588,378,415,434.17,#digital,17940,709.24,131,292,148.53,5,1.77
02-03-2024,TikTok,Story,POST00428,17237,77200,1022,386,354,336.29,#marketing,3834,1199.34,364,120,163.35,6,2.65
23-01-2024,Instagram,Reel,POST00429,42971,37658,196,757,254,226.8,#branding,3080,1133.9,144,38,191.53,11,1.01
06-05-2024,Instagram,Image,POST00430,9244,85107,1891,236,142,246.51,#branding,13652,601.16,489,241,112.6,9,3.67
16-05-2024,Twitter,Live,POST00431,15743,72196,4596,615,239,106.11,#digital,8838,432.22,446,30,138.51,3,4.3
19-05-2024,TikTok,Reel,POST00432,32566,62010,440,518,227,315.27,#branding,1362,1701.68,197,422,56.8,1,2.88
08-05-2024,Facebook,Video,POST00433,47101,59192,248,282,340,182.58,#growth,8842,666.15,337,298,141.49,8,1.95
27-02-2024,LinkedIn,Image,POST00434,47109,62244,2355,0,197,497.84,#marketing,5406,2624.67,203,147,190.68,3,4.13
01-05-2024,Facebook,Story,POST00435,19691,16310,85,730,64,242.69,#growth,791,1093.77,379,335,147.23,3,3.72
01-01-2024,TikTok,Image,POST00436,34996,5626,1366,463,387,245.51,#branding,510,518.21,348,158,101.09,1,4.77
03-02-2024,Instagram,Video,POST00437,6590,30509,4932,229,10,285.1,#marketing,4306,1150.96,319,398,100.94,5,2
